"Reference","QNum","Answer","TargetDate","ActionPlan","version"
"AF188708   ","24","no","2016-02-29","Prior to set up on the 1st October 2015 all competitive tendering was completed by the local authority.  Our schedule date for policy ratification is 29th February 2016.","2"
"AF188708   ","25","yes","","","2"
"AF188708   ","26","yes","","","2"
"AF188708   ","27","yes","","","2"
"AF188708   ","28","yes","","","2"
"AF188708   ","29","yes","","","2"
"AF188708   ","30","yes","","","2"
"AF188708   ","31","yes","","","2"
"AF188708   ","32","yes","","","2"
"AF188708   ","33","na","","","2"
"AF188488   ","1","yes","","","2"
"AF188488   ","2","yes","","","2"
"AF188488   ","3","yes","","","2"
"AF188488   ","4","yes","","","2"
"AF188488   ","5","yes","","","2"
"AF188488   ","6","yes","","","2"
"AF188488   ","7","yes","","","2"
"AF188488   ","8","yes","","","2"
"AF188488   ","9","yes","","","2"
"AF188488   ","10","na","","","2"
"AF188488   ","11","yes","","","2"
"AF188488   ","12","yes","","","2"
"AF188488   ","13","yes","","","2"
"AF188488   ","14","yes","","","2"
"AF188488   ","15","yes","","","2"
"AF188488   ","16","yes","","","2"
"AF188488   ","17","yes","","","2"
"AF188488   ","18","yes","","","2"
"AF188488   ","19","yes","","","2"
"AF188488   ","20","yes","","","2"
"AF188488   ","21","yes","","","2"
"AF188488   ","22","no","2016-01-29","Relevant and business and pecuniary interests of trustees and members will be published on the school website on the 29.1.2016.","2"
"AF188488   ","23","yes","","","2"
"AF188488   ","24","yes","","","2"
"AF188488   ","25","yes","","","2"
"AF188488   ","26","yes","","","2"
"AF188488   ","27","yes","","","2"
"AF188488   ","28","yes","","","2"
"AF188488   ","29","yes","","","2"
"AF188488   ","30","yes","","","2"
"AF188488   ","31","yes","","","2"
"AF188488   ","32","yes","","","2"
"AF188488   ","33","na","","","2"
"AF188526   ","1","yes","","","2"
"AF188526   ","2","yes","","","2"
"AF188526   ","3","yes","","","2"
"AF188526   ","4","yes","","","2"
"AF188526   ","5","yes","","","2"
"AF188526   ","6","yes","","","2"
"AF188526   ","7","yes","","","2"
"AF188526   ","8","yes","","","2"
"AF188526   ","9","yes","","","2"
"AF188526   ","10","na","","","2"
"AF188526   ","11","no","2016-02-01","This is being rectified now and will be submitted early next week.","2"
"AF188526   ","12","yes","","","2"
"AF188526   ","13","yes","","","2"
"AF188526   ","14","yes","","","2"
"AF188526   ","15","no","2016-03-11","This is being prepared and will be completed within the required 6 month window.","2"
"AF188526   ","16","no","2016-02-22","Risk is a standing item on the Board agenda however the first formal risk assessment will be tabled at the next meeting of the Board Finance & General Purposes Committee.","2"
"AF188526   ","17","yes","","","2"
"AF188526   ","18","yes","","","2"
"AF188526   ","19","yes","","","2"
"AF188526   ","20","yes","","","2"
"AF188526   ","21","yes","","","2"
"AF188526   ","22","no","2016-02-28","Website currently being reworked to show this clearly.  Directors and their main organisations are currently listed.","2"
"AF188526   ","23","yes","","","2"
"AF188526   ","24","yes","","","2"
"AF188526   ","25","yes","","","2"
"AF188526   ","26","yes","","","2"
"AF188526   ","27","yes","","","2"
"AF188526   ","28","yes","","","2"
"AF188526   ","29","yes","","","2"
"AF188526   ","30","yes","","","2"
"AF188526   ","31","no","2016-02-22","Next meeting of Finance & General Purposes Committee","2"
"AF188526   ","32","yes","","","2"
"AF188526   ","33","na","","","2"
"AF175910   ","1","yes","","","2"
"AF175910   ","2","yes","","","2"
"AF175910   ","3","yes","","","2"
"AF175910   ","4","yes","","","2"
"AF175910   ","5","yes","","","2"
"AF175910   ","6","yes","","","2"
"AF175910   ","7","yes","","","2"
"AF175910   ","8","yes","","","2"
"AF175910   ","9","yes","","","2"
"AF175910   ","10","na","","","2"
"AF175910   ","11","yes","","","2"
"AF175910   ","12","no","2016-12-31","The academy trust is aware of considerations when making investments. No investments have been planned but before any are considered a formal investment policy will be written and adopted by the Board of Trustees.","2"
"AF175910   ","13","yes","","","2"
"AF175910   ","14","yes","","","2"
"AF175910   ","15","yes","","","2"
"AF175910   ","16","yes","","","2"
"AF175910   ","17","yes","","","2"
"AF175910   ","18","yes","","","2"
"AF175910   ","19","yes","","","2"
"AF175910   ","20","yes","","","2"
"AF175910   ","21","yes","","","2"
"AF175910   ","22","no","2016-07-31","We are in discussions with IT provider for the provision of expanded website, which will have these details published on it.
This is an ongoing activity.","2"
"AF175910   ","23","yes","","","2"
"AF175910   ","24","yes","","","2"
"AF175910   ","25","yes","","","2"
"AF175910   ","26","yes","","","2"
"AF175910   ","27","yes","","","2"
"AF175910   ","28","yes","","","2"
"AF175910   ","29","yes","","","2"
"AF175910   ","30","yes","","","2"
"AF175910   ","31","yes","","","2"
"AF175910   ","32","yes","","","2"
"AF175910   ","33","yes","","","2"
"AF189047   ","1","yes","","","2"
"AF189047   ","2","yes","","","2"
"AF189047   ","3","yes","","","2"
"AF189047   ","4","yes","","","2"
"AF189047   ","5","yes","","","2"
"AF189047   ","6","yes","","","2"
"AF189047   ","7","yes","","","2"
"AF189047   ","8","yes","","","2"
"AF189047   ","9","yes","","","2"
"AF189047   ","10","na","","","2"
"AF189047   ","11","yes","","","2"
"AF189047   ","12","yes","","","2"
"AF189047   ","13","yes","","","2"
"AF189047   ","14","yes","","","2"
"AF189047   ","15","yes","","","2"
"AF189047   ","16","yes","","","2"
"AF189047   ","17","yes","","","2"
"AF189047   ","18","yes","","","2"
"AF189047   ","19","yes","","","2"
"AF189047   ","20","yes","","","2"
"AF189047   ","21","yes","","","2"
"AF189047   ","22","yes","","","2"
"AF189047   ","23","yes","","","2"
"AF189047   ","24","yes","","","2"
"AF189047   ","25","yes","","","2"
"AF189047   ","26","yes","","","2"
"AF189047   ","27","yes","","","2"
"AF189047   ","28","yes","","","2"
"AF189047   ","29","yes","","","2"
"AF189047   ","30","no","2016-03-31","Proposal is to utilise HFL for service review in the coming months","2"
"AF189047   ","31","no","2016-04-01","Awaiting outcome of controls review in March","2"
"AF189047   ","32","yes","","","2"
"AF189047   ","33","na","","","2"
"AF189231   ","1","yes","","","2"
"AF189231   ","2","yes","","","2"
"AF189231   ","3","yes","","","2"
"AF189231   ","4","yes","","","2"
"AF189231   ","5","yes","","","2"
"AF189231   ","6","yes","","","2"
"AF189231   ","7","yes","","","2"
"AF189231   ","8","yes","","","2"
"AF189231   ","9","yes","","","2"
"AF189231   ","10","na","","","2"
"AF189231   ","11","yes","","","2"
"AF189231   ","12","yes","","","2"
"AF189231   ","13","yes","","","2"
"AF189231   ","14","yes","","","2"
"AF189231   ","15","no","2016-05-01","The contingency plan is currently a work in progress. The basic structure of the plan is in place : ie. we have a buddy site for emergency evacuation should this be required and generic procedures for lockdown etc. The aim is to have the plan fully adapted to fit our school by the summer term.","2"
"AF189231   ","16","yes","","","2"
"AF189231   ","17","yes","","","2"
"AF189231   ","18","yes","","","2"
"AF189231   ","19","yes","","","2"
"AF189231   ","20","yes","","","2"
"AF189231   ","21","yes","","","2"
"AF189231   ","22","no","2016-03-31","The school's new website is currently being updated and having final construction undertaken. The information will be uploaded this term.","2"
"AF189231   ","23","yes","","","2"
"AF189231   ","24","yes","","","2"
"AF189231   ","25","yes","","","2"
"AF189231   ","26","yes","","","2"
"AF189231   ","27","yes","","","2"
"AF189231   ","28","yes","","","2"
"AF189231   ","29","yes","","","2"
"AF189231   ","30","yes","","","2"
"AF189231   ","31","yes","","","2"
"AF189231   ","32","yes","","","2"
"AF189231   ","33","na","","","2"
"AF189777   ","1","yes","","","2"
"AF189777   ","2","no","2016-02-29","2 new parent governors elected to post in December. 4 documents fully explaining the role of the trustee including the Academies Financial Handbook have been sent to all trustees. Awaiting signed papers confirming they have read and understood these documents.","2"
"AF189777   ","3","yes","","","2"
"AF189777   ","4","yes","","","2"
"AF189777   ","5","yes","","","2"
"AF189777   ","6","yes","","","2"
"AF189777   ","7","yes","","","2"
"AF189777   ","8","yes","","","2"
"AF189777   ","9","yes","","","2"
"AF189777   ","10","na","","","2"
"AF189777   ","11","yes","","","2"
"AF189777   ","12","yes","","","2"
"AF189777   ","13","yes","","","2"
"AF189777   ","14","yes","","","2"
"AF189777   ","15","no","2016-02-29","A Business Continuity Plan has been created to run alongside the School emergency plan which was approved in March 2015.  The BCP will be completed and approved by the end of February 2016.","2"
"AF189777   ","16","yes","","","2"
"AF189777   ","17","yes","","","2"
"AF189777   ","18","yes","","","2"
"AF189777   ","19","yes","","","2"
"AF189777   ","20","yes","","","2"
"AF189777   ","21","yes","","","2"
"AF189777   ","22","no","2016-02-29","Clerk to Liaise with the Headteacher and make sure that the website is updated.  Current list is out of date due to appointment of new governors. ","2"
"AF189777   ","23","yes","","","2"
"AF189777   ","24","yes","","","2"
"AF189777   ","25","yes","","","2"
"AF189777   ","26","yes","","","2"
"AF189777   ","27","yes","","","2"
"AF189777   ","28","yes","","","2"
"AF189777   ","29","yes","","","2"
"AF189777   ","30","yes","","","2"
"AF189777   ","31","yes","","","2"
"AF189777   ","32","yes","","","2"
"AF189777   ","33","na","","","2"
"AF188591   ","1","yes","","","2"
"AF188591   ","2","yes","","","2"
"AF188591   ","3","yes","","","2"
"AF188591   ","4","yes","","","2"
"AF188591   ","5","yes","","","2"
"AF188591   ","6","yes","","","2"
"AF188591   ","7","yes","","","2"
"AF188591   ","8","yes","","","2"
"AF188591   ","9","yes","","","2"
"AF188591   ","10","na","","","2"
"AF188591   ","11","no","2016-12-04","Budget forecast submitted 4th December 2015.
Small delay due to timing of board meetings. EFA informed of the delay at the time. Form unable to accept actual target date, which was in the past.","2"
"AF188591   ","12","yes","","","2"
"AF188591   ","13","yes","","","2"
"AF188591   ","14","yes","","","2"
"AF188591   ","15","no","2016-04-30","Work in Progress. Plan from predecessor school being reviewed and revised.","2"
"AF188591   ","16","no","2016-04-30","Work in Progress. Initial risks assessed, plan from predecessor school being reviewed and revised.","2"
"AF188591   ","17","yes","","","2"
"AF188591   ","18","yes","","","2"
"AF188591   ","19","yes","","","2"
"AF188591   ","20","yes","","","2"
"AF188591   ","21","yes","","","2"
"AF188591   ","22","no","2016-02-29","Register of interests compiled. Website to be updated.","2"
"AF188591   ","23","yes","","","2"
"AF188591   ","24","no","2016-03-31","Work in Progress. Policy from predecessor school being reviewed and revised.","2"
"AF188591   ","25","yes","","","2"
"AF188591   ","26","yes","","","2"
"AF188591   ","27","no","2016-04-30","To be discussed and confirmed with Auditors.","2"
"AF188591   ","28","yes","","","2"
"AF188591   ","29","no","2016-05-31","To be discussed with Auditors and Finance Committee.","2"
"AF188591   ","30","no","2016-05-31","To be discussed with Internal Auditors.","2"
"AF188591   ","31","no","2016-05-31","Programme to be discussed with Auditor.","2"
"AF188591   ","32","yes","","","2"
"AF188591   ","33","na","","","2"
"AF188800   ","1","yes","","","2"
"AF188800   ","2","yes","","","2"
"AF188800   ","3","yes","","","2"
"AF188800   ","4","yes","","","2"
"AF188800   ","5","yes","","","2"
"AF188800   ","6","yes","","","2"
"AF188800   ","7","yes","","","2"
"AF188800   ","8","yes","","","2"
"AF188800   ","9","yes","","","2"
"AF188800   ","10","na","","","2"
"AF188800   ","11","yes","","","2"
"AF188800   ","12","yes","","","2"
"AF188800   ","13","yes","","","2"
"AF188800   ","14","yes","","","2"
"AF188800   ","15","yes","","","2"
"AF188800   ","16","yes","","","2"
"AF188800   ","17","yes","","","2"
"AF188800   ","18","yes","","","2"
"AF188800   ","19","yes","","","2"
"AF188800   ","20","yes","","","2"
"AF188800   ","21","yes","","","2"
"AF188800   ","22","yes","","","2"
"AF188800   ","23","yes","","","2"
"AF188800   ","24","yes","","","2"
"AF188800   ","25","yes","","","2"
"AF188800   ","26","yes","","","2"
"AF188800   ","27","yes","","","2"
"AF188800   ","28","yes","","","2"
"AF188800   ","29","yes","","","2"
"AF188800   ","30","yes","","","2"
"AF188800   ","31","yes","","","2"
"AF188800   ","32","yes","","","2"
"AF188800   ","33","na","","","2"
"AF188801   ","1","yes","","","2"
"AF188801   ","2","yes","","","2"
"AF188801   ","3","yes","","","2"
"AF188801   ","4","yes","","","2"
"AF188801   ","5","yes","","","2"
"AF188801   ","6","yes","","","2"
"AF188801   ","7","no","2016-03-01","COO to be appointed part time from March 2016","2"
"AF188801   ","8","yes","","","2"
"AF188801   ","9","yes","","","2"
"AF188801   ","10","na","","","2"
"AF188801   ","11","yes","","","2"
"AF188801   ","12","yes","","","2"
"AF188801   ","13","yes","","","2"
"AF188801   ","14","yes","","","2"
"AF188801   ","15","yes","","","2"
"AF188801   ","16","yes","","","2"
"AF188801   ","17","yes","","","2"
"AF188801   ","18","yes","","","2"
"AF188801   ","19","yes","","","2"
"AF188801   ","20","yes","","","2"
"AF188801   ","21","yes","","","2"
"AF188801   ","22","yes","","","2"
"AF188801   ","23","yes","","","2"
"AF188801   ","24","no","2016-04-01","This is on the agenda for the next meeting of the Finance committee","2"
"AF188801   ","25","yes","","","2"
"AF188801   ","26","yes","","","2"
"AF188801   ","27","yes","","","2"
"AF188801   ","28","yes","","","2"
"AF188801   ","29","yes","","","2"
"AF188801   ","30","yes","","","2"
"AF188801   ","31","yes","","","2"
"AF188801   ","32","yes","","","2"
"AF188801   ","33","na","","","2"
"AF157082   ","1","yes","","","2"
"AF157082   ","2","yes","","","2"
"AF157082   ","3","yes","","","2"
"AF157082   ","4","yes","","","2"
"AF157082   ","5","yes","","","2"
"AF157082   ","6","yes","","","2"
"AF157082   ","7","yes","","","2"
"AF157082   ","8","yes","","","2"
"AF157082   ","9","yes","","","2"
"AF157082   ","10","na","","","2"
"AF157082   ","11","yes","","","2"
"AF157082   ","12","yes","","","2"
"AF157082   ","13","yes","","","2"
"AF157082   ","14","yes","","","2"
"AF157082   ","15","yes","","","2"
"AF157082   ","16","yes","","","2"
"AF157082   ","17","yes","","","2"
"AF157082   ","18","yes","","","2"
"AF157082   ","19","yes","","","2"
"AF157082   ","20","yes","","","2"
"AF157082   ","21","yes","","","2"
"AF157082   ","22","no","2016-02-29","This is currently in the process of being actioned","2"
"AF157082   ","23","yes","","","2"
"AF157082   ","24","yes","","","2"
"AF157082   ","25","yes","","","2"
"AF157082   ","26","yes","","","2"
"AF157082   ","27","yes","","","2"
"AF157082   ","28","yes","","","2"
"AF157082   ","29","yes","","","2"
"AF157082   ","30","yes","","","2"
"AF157082   ","31","yes","","","2"
"AF157082   ","32","yes","","","2"
"AF157082   ","33","yes","","","2"
"AF172119   ","1","yes","","","2"
"AF172119   ","2","yes","","","2"
"AF172119   ","3","yes","","","2"
